CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Months_on_book,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
711835758,Existing Customer,50,M,3,Graduate,Married,$120K +,42,34516,2099,1756,35
709284333,Existing Customer,36,M,1,Uneducated,Divorced,$120K +,28,5260,1116,2546,62
788122533,Existing Customer,56,F,1,Graduate,Married,Less than $40K,48,1438.3,0,1336,32
713039808,Existing Customer,45,M,4,College,Married,Less than $40K,32,6637,0,1801,48
801700233,Existing Customer,36,M,2,Graduate,Single,$120K +,28,3174,2462,3140,74
716815308,Existing Customer,44,F,2,Uneducated,Married,Less than $40K,36,4396,1489,3942,69
720580383,Existing Customer,50,F,3,Graduate,Married,Less than $40K,37,1438.3,0,3637,80
780202908,Existing Customer,53,F,2,Graduate,Single,Less than $40K,43,6853,1480,2833,70
787504158,Existing Customer,36,F,0,Unknown,Married,Less than $40K,24,2570,2230,1755,42
716183283,Existing Customer,27,F,1,College,Divorced,Less than $40K,15,2166,890,3563,70
824168808,Existing Customer,31,F,1,College,Divorced,Unknown,27,3647,1480,2271,60
712936908,Existing Customer,36,M,3,Unknown,Single,$60K - $80K,36,11684,1786,2969,88
719855958,Existing Customer,41,M,4,High School,Single,$60K - $80K,28,4475,0,3367,66
710112933,Existing Customer,28,M,1,Uneducated,Single,$60K - $80K,18,16604,1716,2580,61
768364233,Existing Customer,59,M,1,High School,Married,$40K - $60K,53,5446,1885,1505,33
771725808,Existing Customer,43,M,3,Uneducated,Unknown,$80K - $120K,31,28700,769,3395,71
780686358,Existing Customer,41,M,3,Unknown,Married,$60K - $80K,30,2888,1676,3798,58
712762758,Existing Customer,46,M,2,Graduate,Married,$60K - $80K,34,9451,1280,3179,79
714392808,Existing Customer,51,M,3,Unknown,Married,$80K - $120K,43,13933,1019,3504,62
713089458,Existing Customer,44,M,1,High School,Married,Less than $40K,33,6130,808,3411,78
826780683,Existing Customer,40,M,3,Graduate,Married,$60K - $80K,36,15008,0,3943,85
780251658,Existing Customer,32,M,1,High School,Married,$40K - $60K,18,4583,1586,2395,57
737944908,Existing Customer,58,M,2,Unknown,Married,$60K - $80K,51,14976,1463,1599,36
720688158,Existing Customer,37,F,3,High School,Single,Less than $40K,25,2282,0,2751,68
771682533,Existing Customer,43,F,3,Unknown,Married,Less than $40K,31,5702,0,3928,75
708193008,Existing Customer,41,M,4,Uneducated,Single,$80K - $120K,30,14480,0,1616,43
772449858,Existing Customer,51,M,3,Graduate,Divorced,$40K - $60K,41,7570,1388,3849,70
715992558,Existing Customer,52,M,2,Doctorate,Married,$80K - $120K,38,12878,1628,1968,59
708502908,Existing Customer,61,M,2,High School,Single,$60K - $80K,48,26218,0,3925,88
720132258,Existing Customer,49,M,3,Post-Graduate,Single,$120K +,36,34516,1323,3422,78
708704433,Existing Customer,36,F,3,High School,Single,Unknown,23,2804,2090,2812,77
720906033,Existing Customer,35,M,1,Graduate,Married,$40K - $60K,25,5801,1176,2987,52
719961183,Existing Customer,63,F,0,High School,Married,Less than $40K,53,2271,1278,1550,33
718838808,Existing Customer,36,F,1,Post-Graduate,Married,Less than $40K,23,3107,2354,2720,48
710268858,Existing Customer,33,F,4,Graduate,Single,Less than $40K,22,2001,1217,3162,99
788360283,Existing Customer,33,M,1,Graduate,Single,$80K - $120K,26,1438.3,0,2557,55
717914808,Existing Customer,65,M,1,High School,Single,Unknown,36,4465,703,4044,66
802884933,Existing Customer,61,M,1,Graduate,Married,$60K - $80K,55,3264,1348,1665,32
714436383,Existing Customer,44,M,4,Graduate,Unknown,$80K - $120K,34,26856,0,4222,75
718785483,Existing Customer,38,M,1,Doctorate,Single,$80K - $120K,29,34516,1435,4238,85
708816408,Existing Customer,41,M,4,Uneducated,Single,$80K - $120K,32,21756,0,3063,71
715363908,Existing Customer,44,F,4,Uneducated,Married,Less than $40K,26,4726,1551,3658,70
827643858,Existing Customer,45,F,2,Unknown,Single,Less than $40K,41,5596,0,3212,64
711251133,Existing Customer,37,M,0,Post-Graduate,Single,$80K - $120K,27,15326,0,2990,55
716896833,Existing Customer,51,M,1,Unknown,Single,$80K - $120K,38,11373,1319,1976,35
789193383,Existing Customer,65,M,0,Uneducated,Single,Less than $40K,54,2644,1691,3495,70
712801758,Existing Customer,37,F,1,Graduate,Single,$40K - $60K,27,2673,2517,3052,63
719836083,Existing Customer,54,M,4,Unknown,Married,$60K - $80K,36,7477,1752,1543,34
718291233,Existing Customer,46,M,4,Graduate,Married,$80K - $120K,33,16227,917,4314,67
718682883,Existing Customer,41,M,2,Unknown,Single,$80K - $120K,34,19110,2449,4478,76
771503958,Existing Customer,49,M,2,Unknown,Single,$40K - $60K,37,2993,1265,4089,72
771960708,Existing Customer,51,M,2,Graduate,Married,$80K - $120K,40,3290,2461,3591,80
717427983,Existing Customer,50,F,3,High School,Single,Less than $40K,39,11176,2422,2682,64
712737108,Existing Customer,48,F,4,High School,Married,Unknown,36,21416,0,4221,75
771599283,Existing Customer,53,M,2,Graduate,Married,$80K - $120K,41,2492,1668,1606,32
717237708,Existing Customer,54,M,2,Post-Graduate,Single,$60K - $80K,38,14265,1878,3982,58
710703708,Existing Customer,46,F,4,Unknown,Single,$40K - $60K,35,16985,968,2961,56
712513458,Existing Customer,47,F,4,High School,Single,Less than $40K,38,7469,1899,3150,70
709690158,Existing Customer,52,F,4,Graduate,Married,Less than $40K,36,4592,2517,1470,33
709959858,Existing Customer,43,F,4,Graduate,Single,Less than $40K,32,4341,0,3825,63
720683958,Existing Customer,41,M,4,Uneducated,Divorced,$80K - $120K,36,34516,0,4077,67
780704358,Existing Customer,34,M,3,Post-Graduate,Unknown,$60K - $80K,23,27710,0,4014,73
717843783,Existing Customer,33,F,1,College,Single,Less than $40K,17,13431,1583,2338,71
718318383,Existing Customer,49,M,1,High School,Unknown,$60K - $80K,36,2645,1499,4251,69
708849858,Existing Customer,44,M,3,Doctorate,Single,$120K +,35,14028,1435,3683,73
712652283,Existing Customer,36,M,1,Uneducated,Divorced,$80K - $120K,28,34516,774,3030,74
793461933,Existing Customer,37,M,3,High School,Single,$80K - $120K,31,5699,1006,2835,57
720084183,Existing Customer,46,M,3,Unknown,Divorced,$120K +,34,16284,0,3018,75
767114958,Existing Customer,65,M,0,Uneducated,Single,Less than $40K,56,3226,2073,3250,70
709216533,Existing Customer,52,M,2,College,Married,$80K - $120K,36,2803,778,3142,64
720897783,Existing Customer,50,M,1,Uneducated,Married,$120K +,30,34516,2010,2776,59
773503308,Existing Customer,59,M,1,Uneducated,Single,Less than $40K,53,2192,1569,4010,79
719963433,Existing Customer,37,F,3,Unknown,Single,Unknown,29,8318,1945,3676,77
710664558,Existing Customer,40,F,3,High School,Married,Less than $40K,31,4736,945,3927,73
713687508,Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,49,9944,1606,3159,69
816312633,Existing Customer,52,F,3,College,Married,$40K - $60K,47,4717,0,2349,66
712019883,Existing Customer,43,F,4,Unknown,Unknown,Unknown,34,12778,1528,3337,69
718216008,Existing Customer,48,M,3,Graduate,Married,$60K - $80K,38,16920,2157,3275,60
718345233,Existing Customer,45,F,2,Graduate,Unknown,Less than $40K,35,3240,2517,1904,41
771228183,Existing Customer,30,F,0,Graduate,Divorced,Less than $40K,17,4704,0,3294,87
789430083,Existing Customer,41,F,5,High School,Single,$40K - $60K,32,14987,1425,4470,83
779524833,Existing Customer,51,M,1,Unknown,Single,$80K - $120K,34,3554,1563,3640,59
823621083,Existing Customer,46,M,3,Graduate,Married,$120K +,42,9227,938,3948,74
715563558,Existing Customer,50,M,1,Unknown,Married,$120K +,40,7522,1057,2533,62
715424283,Existing Customer,31,F,0,College,Married,Less than $40K,21,1677,0,3059,50
807209808,Existing Customer,48,M,1,High School,Single,$60K - $80K,40,2319,1630,3739,68
716578158,Existing Customer,39,F,1,Unknown,Married,Less than $40K,29,2722,1592,3205,49
708911508,Existing Customer,50,F,2,Unknown,Married,Less than $40K,39,2046,0,3446,71
717332733,Existing Customer,47,M,4,Unknown,Single,$80K - $120K,37,34516,0,2851,80
710681808,Existing Customer,53,M,3,High School,Single,$80K - $120K,42,18531,1548,2484,52
708740808,Existing Customer,45,M,4,Graduate,Married,$40K - $60K,36,4112,0,2949,54
711728208,Existing Customer,46,M,4,Graduate,Single,$120K +,34,34516,0,4143,68
720562008,Existing Customer,34,M,2,Graduate,Single,$80K - $120K,22,34516,1263,2759,65
709012083,Existing Customer,39,M,1,Uneducated,Married,Less than $40K,28,4683,2514,2010,45
771073908,Existing Customer,62,M,0,Unknown,Married,$40K - $60K,48,1438.3,0,1406,27
718174908,Existing Customer,53,F,3,Uneducated,Married,Less than $40K,36,4224,2417,1458,29
709550958,Existing Customer,51,M,3,Graduate,Married,$60K - $80K,32,7133,0,2689,62
720411183,Existing Customer,34,F,1,High School,Single,Unknown,22,10253,1857,3042,66
720776508,Existing Customer,44,F,2,Doctorate,Single,$40K - $60K,25,4210,0,4248,65
755615208,Existing Customer,49,M,3,High School,Single,$120K +,42,12630,1822,4084,66
708147108,Existing Customer,26,M,0,Graduate,Divorced,Unknown,36,21084,2517,2309,71
716682258,Existing Customer,52,M,1,High School,Divorced,$120K +,36,31945,1591,3650,62
772277508,Existing Customer,65,F,1,Unknown,Single,Less than $40K,54,2209,0,3292,52
712515558,Existing Customer,35,M,1,College,Single,$60K - $80K,26,23447,1515,2834,77
719342808,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,30,4180,688,3750,76
788957358,Existing Customer,53,F,1,Graduate,Single,$40K - $60K,39,4930,2227,4224,77
778386033,Existing Customer,38,M,3,Uneducated,Married,$60K - $80K,18,3417,1749,2068,34
820060758,Existing Customer,50,F,1,College,Single,Less than $40K,45,4785,1965,3651,59
713271708,Existing Customer,46,M,3,Uneducated,Married,Less than $40K,33,12685,0,4454,74
720555483,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,35,21374,0,4100,79
709405758,Existing Customer,36,M,2,Graduate,Married,$60K - $80K,28,1911,1217,1965,49
769463433,Existing Customer,41,F,2,Post-Graduate,Single,Less than $40K,35,8666,0,3593,71
786087633,Existing Customer,60,M,0,Unknown,Married,$60K - $80K,54,2759,2501,1650,34
719527833,Existing Customer,45,F,4,High School,Unknown,Unknown,36,23000,1097,3886,70
715921758,Existing Customer,36,M,2,College,Single,$60K - $80K,25,1438.3,0,2882,68
717280158,Existing Customer,49,M,3,Graduate,Married,Less than $40K,36,2976,1817,3332,60
714179658,Existing Customer,43,M,3,High School,Single,$120K +,36,34516,0,1996,48
806637558,Existing Customer,58,M,1,High School,Married,$60K - $80K,53,1438.3,0,1539,40
714828708,Existing Customer,46,M,0,High School,Divorced,$80K - $120K,36,16099,0,3656,88
711989358,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,36,19595,1187,3811,62
720188508,Existing Customer,43,M,4,Graduate,Single,$60K - $80K,25,13193,1749,4071,64
719528958,Existing Customer,57,F,3,College,Single,$40K - $60K,36,8184,1508,4134,71
713110908,Existing Customer,30,M,1,Unknown,Married,Less than $40K,13,2607,1966,1719,45
721179708,Existing Customer,48,F,2,Unknown,Married,Less than $40K,37,5758,0,4422,76
716363658,Existing Customer,51,M,2,Doctorate,Single,$120K +,36,25873,582,3920,84
711443808,Existing Customer,46,M,2,Unknown,Divorced,$60K - $80K,37,2695,1657,4068,53
778952058,Existing Customer,46,M,3,College,Married,$80K - $120K,32,20860,1496,3435,56
713642133,Existing Customer,45,M,4,Unknown,Married,$40K - $60K,30,1892,1049,4558,60
778908783,Existing Customer,52,M,3,College,Married,$80K - $120K,33,27751,1018,1427,25
778170633,Existing Customer,48,M,5,Graduate,Married,$80K - $120K,38,34516,657,3661,71
714670533,Existing Customer,47,M,3,Unknown,Single,$80K - $120K,37,24580,2517,3069,62
772758783,Existing Customer,43,M,1,Unknown,Married,$80K - $120K,33,21165,735,3343,60
788959758,Existing Customer,47,F,4,Uneducated,Single,$40K - $60K,33,9148,561,3451,59
716878533,Existing Customer,55,M,2,Unknown,Married,$80K - $120K,46,10979,1889,1425,33
713267133,Existing Customer,41,F,5,Post-Graduate,Married,Less than $40K,33,6519,851,3088,65
716263533,Existing Customer,44,M,5,High School,Married,$80K - $120K,36,2509,1464,3166,72
719026383,Existing Customer,35,F,2,Uneducated,Married,Less than $40K,36,2664,0,3135,59
821755233,Existing Customer,40,F,2,Unknown,Married,Unknown,28,14999,1123,3441,69
709683633,Existing Customer,32,F,1,High School,Single,Less than $40K,13,10332,948,2914,67
714318033,Existing Customer,50,M,4,Unknown,Married,$60K - $80K,36,10226,1638,3321,57
779647608,Existing Customer,39,M,2,High School,Single,$120K +,22,26124,0,4199,92
787605558,Existing Customer,48,F,3,Graduate,Divorced,Less than $40K,31,9816,0,3489,81
771534408,Existing Customer,52,F,2,College,Single,Less than $40K,40,2783,2379,3897,74
716219808,Existing Customer,49,M,3,Graduate,Unknown,$60K - $80K,36,15942,0,1742,41
715690908,Existing Customer,46,F,3,Graduate,Single,Less than $40K,39,12222,1260,3418,78
789125733,Existing Customer,38,F,4,Doctorate,Married,Less than $40K,26,4002,1402,2114,53
717271983,Existing Customer,60,M,0,College,Single,$80K - $120K,53,34516,1388,3261,64
709695333,Existing Customer,48,M,2,High School,Single,$80K - $120K,36,10227,1695,3577,82
712233183,Existing Customer,45,F,2,Graduate,Single,Less than $40K,34,4265,1622,3244,62
716645883,Existing Customer,47,M,2,Unknown,Unknown,$60K - $80K,36,13867,0,4297,68
711762408,Existing Customer,43,M,2,Doctorate,Divorced,$40K - $60K,34,2243,0,4023,63
818305008,Existing Customer,41,F,2,Graduate,Married,$40K - $60K,36,11239,1375,3978,89
788159433,Existing Customer,53,M,2,Unknown,Single,$60K - $80K,45,22558,818,3855,70
709104333,Existing Customer,50,M,5,Post-Graduate,Married,$120K +,36,34516,891,2687,64
708112008,Existing Customer,56,M,2,Graduate,Married,$80K - $120K,36,23510,1049,1661,35
714731208,Existing Customer,63,F,0,Uneducated,Unknown,$40K - $60K,55,1651,1433,4050,58
710006958,Existing Customer,53,F,1,High School,Single,Less than $40K,41,8693,796,4755,69
815062383,Existing Customer,35,F,2,High School,Married,Less than $40K,30,4549,1193,1914,33
778447908,Existing Customer,51,M,2,College,Married,$80K - $120K,33,3558,0,4136,65
803415183,Existing Customer,44,M,3,Unknown,Single,$80K - $120K,38,34516,657,4614,76
708582858,Existing Customer,38,M,3,Graduate,Single,$60K - $80K,25,18293,0,2958,63
779833908,Existing Customer,40,F,2,Graduate,Divorced,Unknown,23,18332,1376,4095,67
818687958,Existing Customer,48,M,2,Graduate,Divorced,$80K - $120K,43,6383,1436,4462,88
708714108,Existing Customer,42,F,3,High School,Single,Less than $40K,31,13441,2517,1894,49
754872333,Existing Customer,50,M,2,Graduate,Married,$120K +,43,20114,0,4740,88
718637208,Existing Customer,54,F,2,Graduate,Single,Less than $40K,43,2019,1387,1689,36
816772908,Existing Customer,38,M,3,High School,Single,$60K - $80K,33,34516,1793,4533,78
716497908,Existing Customer,49,F,1,Doctorate,Married,Unknown,36,8519,0,3698,65
809358708,Existing Customer,38,M,3,Unknown,Single,$80K - $120K,33,34516,2135,3514,63
716037708,Existing Customer,50,M,0,Uneducated,Divorced,$60K - $80K,39,9474,1021,3240,54
717804783,Existing Customer,40,F,3,Graduate,Single,Less than $40K,27,6587,824,4160,70
715338783,Existing Customer,32,M,1,High School,Single,$60K - $80K,36,2999,0,3018,80
779645658,Existing Customer,49,M,3,Graduate,Single,$60K - $80K,32,7154,1472,3607,59
787565433,Existing Customer,53,M,2,Post-Graduate,Married,$80K - $120K,43,4039,1397,1494,36
717287883,Existing Customer,57,M,3,Graduate,Married,$80K - $120K,46,5516,2517,1532,24
715746633,Existing Customer,64,F,0,Graduate,Single,Less than $40K,54,5577,689,4256,70
720635883,Existing Customer,34,M,3,Unknown,Unknown,$80K - $120K,24,8628,1500,2902,60
710077008,Existing Customer,43,M,2,Uneducated,Single,$120K +,33,30137,1368,3522,74
804437658,Existing Customer,42,F,3,Doctorate,Married,Less than $40K,36,9778,2154,3413,66
780000258,Existing Customer,48,M,3,Uneducated,Single,$120K +,38,20912,0,4172,84
825785508,Existing Customer,49,M,3,High School,Single,$120K +,45,14699,1049,4890,64
720252858,Existing Customer,57,M,3,College,Single,$60K - $80K,36,10350,0,3396,63
710017758,Existing Customer,44,M,4,Graduate,Single,$40K - $60K,36,11346,0,3784,67
711750183,Existing Customer,63,F,2,Graduate,Single,Less than $40K,55,15987,1345,3640,56
718364283,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,30,19711,0,3602,72
711638658,Existing Customer,33,M,4,High School,Single,$40K - $60K,25,8650,1929,2878,63
711046383,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,36,34516,1316,3542,60
720877083,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,36,9748,1354,3323,66
715662258,Existing Customer,49,F,3,Unknown,Unknown,Less than $40K,36,2454,2060,3777,75
758202858,Existing Customer,47,F,3,High School,Unknown,Less than $40K,40,4255,1681,3453,72
712872183,Existing Customer,35,F,4,Uneducated,Single,Less than $40K,24,3271,1367,2464,92
710014683,Existing Customer,31,F,0,Graduate,Single,Less than $40K,20,3480,724,2807,65
716934333,Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,40,13306,2458,3556,68
778523733,Existing Customer,38,M,3,Graduate,Single,$80K - $120K,31,13637,0,3625,73
716353083,Existing Customer,39,M,3,Graduate,Single,$60K - $80K,29,6733,1028,4444,72
753642933,Existing Customer,52,F,3,High School,Single,Less than $40K,45,2728,1365,4293,83
708151008,Existing Customer,49,F,4,Graduate,Married,$40K - $60K,41,6250,644,2433,41
789646158,Existing Customer,49,M,4,Uneducated,Married,$40K - $60K,33,3653,881,3297,66
712423233,Existing Customer,44,M,3,High School,Divorced,$60K - $80K,36,22919,1368,3752,71
719806233,Existing Customer,36,M,1,Graduate,Single,$120K +,20,34516,0,2686,59
786509358,Existing Customer,44,M,3,Unknown,Married,$80K - $120K,38,4198,1782,2051,36
711502908,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,39,7532,0,3550,68
748617858,Existing Customer,35,M,5,Uneducated,Single,$60K - $80K,28,4587,1704,2968,65
789244308,Existing Customer,56,M,4,College,Single,$80K - $120K,41,17753,1899,3986,64
709330383,Existing Customer,37,F,1,Graduate,Single,Less than $40K,19,12535,2049,3283,74
719136183,Existing Customer,48,F,3,Uneducated,Married,Less than $40K,38,3541,1444,3410,69
716939358,Existing Customer,43,F,3,Graduate,Divorced,Unknown,33,14622,0,4632,67
778155558,Existing Customer,45,M,3,Unknown,Married,$80K - $120K,38,23973,0,3560,71
713461533,Existing Customer,54,M,3,Graduate,Single,$80K - $120K,38,29200,1310,3042,73
803776533,Existing Customer,46,M,2,Post-Graduate,Single,$60K - $80K,41,10077,0,2118,52
714857508,Existing Customer,44,F,4,Doctorate,Married,Unknown,36,8667,1775,3939,69
720348933,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,31,12871,758,3060,60
721158108,Existing Customer,38,M,2,Graduate,Single,$60K - $80K,30,2346,0,3982,72
789043008,Existing Customer,55,F,2,Post-Graduate,Divorced,Less than $40K,43,9919,0,2058,70
713362158,Existing Customer,50,M,3,Unknown,Single,$120K +,33,17087,0,3519,70
708494583,Existing Customer,49,F,3,Uneducated,Divorced,Less than $40K,36,1902,0,3731,53
718394658,Existing Customer,31,F,0,Graduate,Single,Less than $40K,22,4254,2464,2366,62
719398158,Existing Customer,51,M,2,Unknown,Unknown,$80K - $120K,39,9854,1886,3912,76
711885258,Existing Customer,47,F,4,High School,Married,Less than $40K,31,7711,988,2078,42
789161358,Existing Customer,30,F,0,Graduate,Married,Less than $40K,19,3213,2517,2666,46
787581858,Existing Customer,46,M,2,Unknown,Unknown,$120K +,37,3132,1466,3612,59
779198133,Existing Customer,45,F,3,High School,Divorced,Less than $40K,33,9977,2088,3530,61
708314808,Existing Customer,53,F,2,College,Married,Unknown,41,5659,1393,1570,40
717134058,Existing Customer,65,F,1,Unknown,Single,Unknown,36,5018,1131,4028,81
783366483,Existing Customer,44,F,3,Unknown,Married,Unknown,38,11474,1063,3242,74
715412583,Existing Customer,51,M,3,Post-Graduate,Married,$40K - $60K,36,7925,1445,3815,65
719562108,Existing Customer,28,F,0,Uneducated,Single,Less than $40K,20,12793,1650,2671,67
754457883,Existing Customer,49,M,2,Unknown,Single,Less than $40K,42,4834,0,1876,35
742552683,Existing Customer,44,F,3,High School,Married,Less than $40K,31,1438.3,688,4208,86
711455133,Existing Customer,55,M,3,College,Single,$120K +,36,12948,1839,2481,42
772571508,Existing Customer,34,F,2,High School,Single,Less than $40K,24,2799,0,2311,43
718815108,Existing Customer,50,M,2,Unknown,Married,$80K - $120K,38,6030,1315,3420,81
719266158,Existing Customer,42,M,2,Graduate,Divorced,$80K - $120K,35,6779,1359,3434,65
720708183,Existing Customer,53,F,1,Uneducated,Divorced,$40K - $60K,36,15248,1242,4758,83
767523933,Existing Customer,53,M,3,High School,Single,$60K - $80K,45,15583,0,3938,69
797466033,Existing Customer,32,M,1,High School,Married,$40K - $60K,26,2576,1754,2880,69
771886233,Existing Customer,48,M,1,Unknown,Married,$60K - $80K,37,25270,1090,1941,51
712612233,Existing Customer,35,M,4,Graduate,Single,$60K - $80K,22,8717,719,2067,59
716516208,Existing Customer,45,M,4,Graduate,Married,$80K - $120K,36,1438.3,0,3748,64
709950858,Existing Customer,45,M,5,College,Single,$80K - $120K,35,33755,2301,3458,71
779882508,Existing Customer,53,F,2,Unknown,Single,$40K - $60K,37,7282,0,3364,69
717472833,Existing Customer,42,M,4,Unknown,Single,$80K - $120K,32,7260,713,4253,73
712665633,Existing Customer,43,F,3,Graduate,Married,Less than $40K,30,12952,1864,3472,51
709562358,Existing Customer,55,F,2,Unknown,Single,Less than $40K,43,5353,1594,4456,79
715391433,Existing Customer,38,M,0,Graduate,Married,$60K - $80K,33,11741,1560,2143,41
708722583,Existing Customer,39,F,4,Uneducated,Single,Less than $40K,36,2609,1656,3024,64
720452508,Existing Customer,51,F,1,College,Married,Unknown,37,11167,0,3848,74
714566958,Existing Customer,44,M,3,High School,Married,$80K - $120K,36,20882,1420,2291,40
816084333,Existing Customer,42,M,2,Unknown,Single,$120K +,37,34516,1230,3260,63
806179683,Existing Customer,63,F,1,College,Single,$40K - $60K,56,3071,2044,4433,68
806244183,Existing Customer,39,M,2,Graduate,Divorced,$60K - $80K,34,2267,0,4544,84
787999533,Existing Customer,52,M,2,High School,Single,$120K +,44,6617,2517,3595,68
718358808,Existing Customer,57,F,2,High School,Divorced,Less than $40K,50,3276,0,3758,61
718474683,Existing Customer,36,M,0,High School,Married,$120K +,24,10097,2139,3092,67
716908158,Existing Customer,42,F,3,College,Married,Less than $40K,36,8260,2517,3299,64
713984208,Existing Customer,52,M,4,Graduate,Married,$40K - $60K,33,5776,874,4029,72
713013483,Existing Customer,40,F,4,Graduate,Divorced,Less than $40K,36,1438.3,915,3754,58
754599558,Existing Customer,40,F,3,College,Single,Less than $40K,33,7207,2002,3825,70
712411908,Existing Customer,44,M,3,High School,Married,$60K - $80K,34,21158,0,4071,67
717538683,Existing Customer,43,M,3,Graduate,Married,$120K +,36,22906,1132,3204,64
709447908,Existing Customer,45,M,2,Graduate,Married,$60K - $80K,33,2648,2309,3281,63
816834933,Existing Customer,34,F,4,Graduate,Single,Unknown,29,30702,673,2652,64
718963158,Existing Customer,49,M,1,Unknown,Single,$120K +,40,34516,0,3230,64
714358008,Existing Customer,53,F,1,College,Divorced,Unknown,36,17054,0,4659,72
708255633,Existing Customer,36,M,1,Graduate,Single,$80K - $120K,27,3761,1710,3240,65
716101308,Existing Customer,48,M,3,Unknown,Married,$40K - $60K,35,2173,0,4251,60
715986258,Existing Customer,53,F,1,Uneducated,Single,$40K - $60K,41,15845,1675,4037,68
806226933,Existing Customer,37,M,2,High School,Unknown,$120K +,32,34516,0,3660,59
708361833,Existing Customer,44,M,4,Graduate,Married,$80K - $120K,36,19430,0,3650,80
778422933,Existing Customer,42,F,1,Unknown,Single,Unknown,22,19127,985,3323,56
708957183,Existing Customer,48,M,0,Unknown,Divorced,$40K - $60K,36,2708,2517,2198,41
718000383,Existing Customer,60,F,1,Graduate,Single,Unknown,51,23566,1147,4274,64
714466458,Existing Customer,49,F,2,High School,Married,Unknown,35,2532,2124,3400,76
719608308,Existing Customer,37,M,2,High School,Single,$60K - $80K,29,9829,2517,2927,73
792995808,Existing Customer,57,F,3,Post-Graduate,Single,$40K - $60K,51,7226,1689,3474,67
716211258,Existing Customer,59,F,1,College,Unknown,Less than $40K,49,4072,0,1966,43
779289033,Existing Customer,46,F,3,Uneducated,Single,Unknown,28,21646,1778,3328,61
719356008,Existing Customer,39,F,3,Graduate,Single,Less than $40K,36,1438.3,0,4548,69
718503108,Existing Customer,40,M,3,Unknown,Married,$120K +,26,14046,1994,3792,77
779661033,Existing Customer,49,M,4,Unknown,Married,$60K - $80K,32,25620,1107,3503,66
718354683,Existing Customer,59,F,0,Graduate,Single,$40K - $60K,45,21358,1225,3646,77
787578183,Existing Customer,36,M,3,High School,Single,$80K - $120K,28,1438.3,0,3204,68
737952333,Existing Customer,64,M,1,Graduate,Single,Less than $40K,56,2586,0,3435,65
779498058,Existing Customer,39,M,2,Graduate,Married,$80K - $120K,21,3281,1272,2006,34
799707858,Existing Customer,50,F,1,High School,Married,Less than $40K,42,7115,2000,3584,57
719543208,Existing Customer,38,F,3,Uneducated,Single,Unknown,36,13220,848,3789,72
797743233,Existing Customer,45,M,3,Uneducated,Unknown,$60K - $80K,39,5996,865,4542,77
715399908,Existing Customer,54,F,2,High School,Single,Unknown,45,7563,1465,4175,67
710288883,Existing Customer,40,F,1,Graduate,Married,Less than $40K,32,8749,1654,5054,73
719912808,Existing Customer,52,M,2,High School,Single,$60K - $80K,39,14973,0,4288,72
720247158,Existing Customer,63,M,0,Graduate,Single,Unknown,36,7108,600,3787,68
718672233,Existing Customer,48,F,1,Graduate,Single,Unknown,38,23007,1239,3395,63
789593058,Existing Customer,46,M,5,College,Married,$60K - $80K,39,24248,1020,3311,84
714467733,Existing Customer,45,M,2,Graduate,Married,$60K - $80K,36,30428,1721,4178,69
803026008,Existing Customer,48,M,3,Unknown,Married,$80K - $120K,42,6805,1448,3463,65
772000533,Existing Customer,59,M,1,Graduate,Married,$60K - $80K,48,14257,1113,1809,23
715480983,Existing Customer,55,F,2,College,Single,Less than $40K,36,5719,892,3403,68
819997983,Existing Customer,53,M,5,Unknown,Married,$80K - $120K,48,9517,1869,1453,26
720437358,Existing Customer,40,M,3,Graduate,Single,$40K - $60K,32,2526,2303,3596,69
719465733,Existing Customer,52,F,2,High School,Single,Less than $40K,44,2971,0,4458,63
711978858,Existing Customer,59,M,2,Graduate,Single,Less than $40K,49,6834,900,4422,70
814364808,Existing Customer,36,F,2,Uneducated,Married,Unknown,31,3002,1002,2624,46
788820933,Existing Customer,59,M,2,Graduate,Single,$60K - $80K,42,16727,1380,3511,73
713316558,Existing Customer,41,M,4,High School,Married,$60K - $80K,29,4573,0,3776,70
779856483,Existing Customer,38,M,2,Post-Graduate,Single,$80K - $120K,22,15410,0,3368,69
717085983,Existing Customer,44,F,2,High School,Single,$40K - $60K,25,3299,2517,4312,84
709914858,Existing Customer,48,F,2,Graduate,Married,Less than $40K,36,6362,1705,5169,84
716111808,Existing Customer,57,F,2,Unknown,Married,Less than $40K,49,2679,2011,1723,28
708618933,Existing Customer,34,M,2,Uneducated,Single,$120K +,13,4369,2049,3259,80
720446508,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,36,1721,1037,2681,57
